time (s), x (m), y (m), z (m), rho
5841.5,-277.08,-230.5,-3.5182,0.0011908
5846.6,-278.95,-231.63,-3.5131,0.0012003
5851.7,-280.81,-232.75,-3.5081,0.0012082
5856.8,-282.67,-233.87,-3.5031,0.0012142
5861.9,-284.52,-234.99,-3.4981,0.0012178
5867,-286.36,-236.1,-3.4932,0.001219
5872.1,-288.19,-237.21,-3.4883,0.0012173
5877.3,-290.01,-238.32,-3.4834,0.0012128
5882.4,-291.83,-239.43,-3.4786,0.0012052
5887.5,-293.64,-240.53,-3.4738,0.0011946
5892.6,-295.44,-241.62,-3.469,0.0011808
5897.7,-297.23,-242.72,-3.4643,0.001164
5902.8,-299.01,-243.81,-3.4596,0.0011444
5907.9,-300.78,-244.9,-3.4549,0.001122
5913,-302.55,-245.98,-3.4502,0.0010972
5918.1,-304.3,-247.06,-3.4456,0.0010702
5923.3,-306.05,-248.14,-3.441,0.0010414
5928.4,-307.79,-249.21,-3.4364,0.0010111
5933.5,-309.51,-250.28,-3.4319,0.00097975
5938.6,-311.23,-251.35,-3.4273,0.00094766
5943.7,-312.93,-252.41,-3.4228,0.00089968
5948.8,-314.63,-253.47,-3.4184,0.00086562
5953.9,-316.32,-254.52,-3.4139,0.00083181
5959,-317.99,-255.57,-3.4095,0.00079858
5964.1,-319.65,-256.61,-3.4051,0.00076624
5969.3,-321.31,-257.65,-3.4008,0.00073506
5974.4,-322.95,-258.69,-3.3964,0.00070526
5979.5,-324.58,-259.72,-3.3921,0.00067703
5984.6,-326.19,-260.75,-3.3878,0.0006505
5989.7,-327.8,-261.77,-3.3836,0.00062576
5994.8,-329.4,-262.79,-3.3793,0.00060284
5999.9,-330.98,-263.8,-3.3751,0.00058178
6005,-332.55,-264.81,-3.3709,0.00056252
6010.1,-334.11,-265.81,-3.3668,0.00054502
6015.2,-335.65,-266.81,-3.3626,0.00052918
6020.4,-337.18,-267.8,-3.3585,0.00051491
6025.5,-338.7,-268.79,-3.3544,0.00050208
6030.6,-340.21,-269.77,-3.3503,0.00049056
6035.7,-341.7,-270.74,-3.3463,0.0004802
6040.8,-343.18,-271.72,-3.3423,0.00047087
6045.9,-344.64,-272.68,-3.3382,0.00046243
6051,-346.09,-273.64,-3.3343,0.00045473
6056.1,-347.53,-274.6,-3.3303,0.00044766
6061.2,-348.95,-275.55,-3.3263,0.00039969
6066.4,-350.36,-276.49,-3.3224,0.00039366
6071.5,-351.75,-277.43,-3.3185,0.00038806
6076.6,-353.13,-278.36,-3.3146,0.00038279
6081.7,-354.5,-279.29,-3.3107,0.00037778
6086.8,-355.84,-280.2,-3.3069,0.00037295
6091.9,-357.18,-281.12,-3.3031,0.00036825
6097,-358.5,-282.03,-3.2992,0.00036363
6102.1,-359.8,-282.93,-3.2955,0.00035906
6107.2,-361.08,-283.82,-3.2917,0.0003545
6112.3,-362.35,-284.71,-3.2879,0.00034995
6117.5,-363.61,-285.59,-3.2842,0.00034539
6122.6,-364.84,-286.47,-3.2805,0.00034082
6127.7,-366.06,-287.34,-3.2767,0.00033624
6132.8,-367.27,-288.2,-3.2731,0.00033166
6137.9,-368.45,-289.06,-3.2694,0.00032709
6143,-369.62,-289.91,-3.2657,0.00032254
6148.1,-370.77,-290.75,-3.2621,0.00031802
6153.2,-371.91,-291.58,-3.2585,0.00031356
6158.3,-373.02,-292.41,-3.2548,0.00030917
6163.5,-374.12,-293.23,-3.2512,0.00030487
6168.6,-375.2,-294.05,-3.2477,0.00030067
6173.7,-376.27,-294.85,-3.2441,0.00029659
6178.8,-377.31,-295.65,-3.2405,0.00029265
6183.9,-378.34,-296.44,-3.237,0.0002685
6189,-379.34,-297.23,-3.2335,0.00026557
6194.1,-380.33,-298.01,-3.23,0.00026277
6199.2,-381.3,-298.78,-3.2265,0.00026012
6204.3,-382.25,-299.54,-3.223,0.00025762
6209.5,-383.18,-300.29,-3.2195,0.00025528
6214.6,-384.09,-301.04,-3.216,0.00025309
6219.7,-384.98,-301.78,-3.2126,0.00025107
6224.8,-385.85,-302.51,-3.2091,0.00024922
6229.9,-386.7,-303.23,-3.2057,0.00024753
6235,-387.53,-303.94,-3.2023,0.00024601
6240.1,-388.34,-304.65,-3.1989,0.00024466
6245.2,-389.12,-305.35,-3.1955,0.00024347
6250.3,-389.89,-306.04,-3.1921,0.00024244
6255.4,-390.64,-306.72,-3.1887,0.00024157
6260.6,-391.36,-307.39,-3.1854,0.00024086
6265.7,-392.06,-308.05,-3.182,0.00024031
6270.8,-392.75,-308.71,-3.1786,0.0002399
6275.9,-393.41,-309.36,-3.1753,0.00023965
6281,-394.04,-310,-3.172,0.00023953
6286.1,-394.66,-310.63,-3.1686,0.00023956
6291.2,-395.25,-311.25,-3.1653,0.00023973
6296.3,-395.82,-311.86,-3.162,0.00024003
6301.4,-396.37,-312.46,-3.1587,0.00022894
6306.6,-396.9,-313.06,-3.1554,0.00022961
6311.7,-397.42,-313.65,-3.1521,0.00023033
6316.8,-397.94,-314.24,-3.1488,0.00023109
6321.9,-398.46,-314.84,-3.1455,0.0002319
6327,-398.98,-315.43,-3.1422,0.00023274
6332.1,-399.51,-316.03,-3.1389,0.00023362
6337.2,-400.02,-316.63,-3.1356,0.00023454
6342.3,-400.54,-317.23,-3.1323,0.00023549
6347.4,-401.06,-317.82,-3.1289,0.00023649
6352.5,-401.58,-318.42,-3.1256,0.00023751
6357.7,-402.1,-319.02,-3.1223,0.00023858
6362.8,-402.61,-319.62,-3.1189,0.00023967
6367.9,-403.13,-320.23,-3.1156,0.0002408
6373,-403.64,-320.83,-3.1122,0.00024196
6378.1,-404.16,-321.43,-3.1089,0.00024315
6383.2,-404.67,-322.03,-3.1055,0.00024438
6388.3,-405.18,-322.64,-3.1022,0.00024564
6393.4,-405.69,-323.24,-3.0988,0.00024692
6398.5,-406.2,-323.85,-3.0955,0.00024824
6403.7,-406.72,-324.45,-3.0921,0.00024959
6408.8,-407.23,-325.06,-3.0887,0.00025098
6413.9,-407.73,-325.67,-3.0854,0.00025239
6419,-408.24,-326.27,-3.082,0.00025384
6424.1,-408.75,-326.88,-3.0786,0.0002452
6429.2,-409.26,-327.49,-3.0752,0.00024668
6434.3,-409.76,-328.1,-3.0718,0.00024817
6439.4,-410.27,-328.71,-3.0684,0.0002497
6444.5,-410.77,-329.32,-3.0651,0.00025125
6449.7,-411.28,-329.93,-3.0617,0.00025283
6454.8,-411.78,-330.54,-3.0583,0.00025444
6459.9,-412.28,-331.16,-3.0549,0.00025609
6465,-412.79,-331.77,-3.0514,0.00025776
6470.1,-413.29,-332.38,-3.048,0.00025947
6475.2,-413.79,-333,-3.0446,0.00026122
6480.3,-414.29,-333.61,-3.0412,0.000263
6485.4,-414.79,-334.23,-3.0378,0.00026482
6490.5,-415.29,-334.84,-3.0344,0.00026669
6495.6,-415.78,-335.46,-3.0309,0.00026859
6500.8,-416.28,-336.07,-3.0275,0.00027054
6505.9,-416.78,-336.69,-3.0241,0.00027254
6511,-417.27,-337.31,-3.0206,0.00027458
6516.1,-417.77,-337.93,-3.0172,0.00027668
6521.2,-418.26,-338.55,-3.0138,0.00027882
6526.3,-418.76,-339.17,-3.0103,0.00028102
6531.4,-419.25,-339.79,-3.0069,0.00028327
6536.5,-419.74,-340.41,-3.0034,0.00028558
6541.6,-420.23,-341.03,-3,0.00027577
6546.8,-420.72,-341.65,-2.9965,0.000278
6551.9,-421.21,-342.27,-2.993,0.00028028
6557,-421.7,-342.9,-2.9896,0.00028262
6562.1,-422.19,-343.52,-2.9861,0.00028501
6567.2,-422.68,-344.14,-2.9827,0.00028747
6572.3,-423.17,-344.77,-2.9792,0.00028999
6577.4,-423.65,-345.39,-2.9757,0.00029257
6582.5,-424.14,-346.02,-2.9722,0.00029521
6587.6,-424.63,-346.64,-2.9688,0.00029791
6592.8,-425.11,-347.27,-2.9653,0.00030068
6597.9,-425.59,-347.9,-2.9618,0.00030351
6603,-426.08,-348.52,-2.9583,0.00030641
6608.1,-426.56,-349.15,-2.9548,0.00030937
6613.2,-427.04,-349.78,-2.9513,0.00031239
6618.3,-427.52,-350.41,-2.9478,0.00031547
6623.4,-428,-351.04,-2.9443,0.00031862
6628.5,-428.48,-351.67,-2.9408,0.00032183
6633.6,-428.96,-352.3,-2.9373,0.0003251
6638.7,-429.44,-352.93,-2.9338,0.00032843
6643.9,-429.92,-353.56,-2.9303,0.00033182
6649,-430.39,-354.19,-2.9268,0.00033527
6654.1,-430.87,-354.82,-2.9233,0.00033877
6659.2,-431.35,-355.46,-2.9198,0.00034232
6664.3,-431.82,-356.09,-2.9162,0.00033085
6669.4,-432.29,-356.72,-2.9127,0.00033447
6674.5,-432.77,-357.36,-2.9092,0.00033816
6679.6,-433.24,-357.99,-2.9057,0.00034192
6684.7,-433.71,-358.63,-2.9021,0.00034574
6689.9,-434.18,-359.26,-2.8986,0.00034963
6695,-434.65,-359.9,-2.8951,0.00035359
6700.1,-435.12,-360.53,-2.8915,0.00035761
6705.2,-435.59,-361.17,-2.888,0.00036169
6710.3,-436.06,-361.8,-2.8845,0.00036584
6715.4,-436.53,-362.44,-2.8809,0.00037005
6720.5,-437,-363.08,-2.8774,0.00037433
6725.6,-437.46,-363.72,-2.8738,0.00037867
6730.7,-437.93,-364.36,-2.8703,0.00038307
6735.8,-438.39,-364.99,-2.8667,0.00038754
6741,-438.86,-365.63,-2.8632,0.00039206
6746.1,-439.32,-366.27,-2.8596,0.00039666
6751.2,-439.79,-366.91,-2.856,0.00040131
6756.3,-440.25,-367.55,-2.8525,0.00040603
6761.4,-440.71,-368.19,-2.8489,0.00041082
6766.5,-441.17,-368.83,-2.8454,0.00041567
6771.6,-441.63,-369.48,-2.8418,0.00042058
6776.7,-442.09,-370.12,-2.8382,0.00042557
6781.8,-442.55,-370.76,-2.8346,0.00041933
6787,-443.01,-371.4,-2.8311,0.00042487
6792.1,-443.46,-372.04,-2.8275,0.00043051
6797.2,-443.92,-372.69,-2.8239,0.00043625
6802.3,-444.38,-373.33,-2.8203,0.00044208
6807.4,-444.83,-373.97,-2.8168,0.00044801
6812.5,-445.29,-374.62,-2.8132,0.00045404
6817.6,-445.74,-375.26,-2.8096,0.00046017
6822.7,-446.19,-375.91,-2.806,0.0004664
6827.8,-446.65,-376.55,-2.8024,0.00047273
6833,-447.1,-377.2,-2.7988,0.00047916
6838.1,-447.55,-377.84,-2.7952,0.00048569
6843.2,-448,-378.49,-2.7916,0.00049232
6848.3,-448.45,-379.14,-2.788,0.00049906
6853.4,-448.9,-379.78,-2.7844,0.00050589
6858.5,-449.35,-380.43,-2.7808,0.00051282
6863.6,-449.8,-381.08,-2.7772,0.00051985
6868.7,-450.24,-381.73,-2.7736,0.00052697
6873.8,-450.69,-382.37,-2.77,0.00053418
6878.9,-451.13,-383.02,-2.7664,0.00054147
6884.1,-451.58,-383.67,-2.7628,0.00054885
6889.2,-452.02,-384.32,-2.7592,0.00055631
6894.3,-452.47,-384.97,-2.7556,0.00056384
6899.4,-452.91,-385.62,-2.752,0.00057144
6904.5,-453.35,-386.27,-2.7484,0.00057757
6909.6,-453.79,-386.92,-2.7448,0.0005858
6914.7,-454.23,-387.57,-2.7411,0.00059408
6919.8,-454.67,-388.22,-2.7375,0.00060238
6924.9,-455.11,-388.87,-2.7339,0.0006107
6930.1,-455.55,-389.52,-2.7303,0.00061903
6935.2,-455.99,-390.17,-2.7267,0.00062735
6940.3,-456.43,-390.82,-2.723,0.00063566
6945.4,-456.86,-391.47,-2.7194,0.00064393
6950.5,-457.3,-392.12,-2.7158,0.00065215
6955.6,-457.74,-392.78,-2.7122,0.0006603
6960.7,-458.17,-393.43,-2.7085,0.00066838
6965.8,-458.6,-394.08,-2.7049,0.00067636
6970.9,-459.04,-394.73,-2.7013,0.00068423
6976.1,-459.47,-395.39,-2.6976,0.00069197
6981.2,-459.9,-396.04,-2.694,0.00069956
6986.3,-460.33,-396.69,-2.6904,0.00070698
6991.4,-460.76,-397.35,-2.6867,0.00071422
6996.5,-461.19,-398,-2.6831,0.00072126
7001.6,-461.62,-398.66,-2.6794,0.00072807
7006.7,-462.05,-399.31,-2.6758,0.00073464
7011.8,-462.48,-399.96,-2.6722,0.00074094
7016.9,-462.91,-400.62,-2.6685,0.00074697
7022,-463.33,-401.27,-2.6649,0.00074712
7027.2,-463.76,-401.93,-2.6612,0.00075233
7032.3,-464.18,-402.58,-2.6576,0.00075717
7037.4,-464.61,-403.24,-2.6539,0.00076163
7042.5,-465.03,-403.9,-2.6503,0.0007657
7047.6,-465.45,-404.55,-2.6466,0.00076935
7052.7,-465.88,-405.21,-2.643,0.00077257
7057.8,-466.3,-405.86,-2.6393,0.00077535
7062.9,-466.72,-406.52,-2.6357,0.00077766
7068,-467.14,-407.18,-2.632,0.00077951
7073.2,-467.56,-407.83,-2.6284,0.00078087
7078.3,-467.98,-408.49,-2.6247,0.00078174
7083.4,-468.39,-409.15,-2.6211,0.0007821
7088.5,-468.81,-409.8,-2.6174,0.00078195
7093.6,-469.23,-410.46,-2.6138,0.00078128
7098.7,-469.64,-411.12,-2.6101,0.00078009
7103.8,-470.06,-411.77,-2.6064,0.00077836
7108.9,-470.47,-412.43,-2.6028,0.00077611
7114,-470.89,-413.09,-2.5991,0.00077331
7119.1,-471.3,-413.75,-2.5955,0.00076999
7124.3,-471.71,-414.4,-2.5918,0.00076613
7129.4,-472.13,-415.06,-2.5881,0.00076174
7134.5,-472.54,-415.72,-2.5845,0.00075682
7139.6,-472.95,-416.38,-2.5808,0.00075138
7144.7,-473.36,-417.04,-2.5771,0.00071831
7149.8,-473.77,-417.7,-2.5735,0.0007115
7154.9,-474.18,-418.35,-2.5698,0.00070421
7160,-474.58,-419.01,-2.5661,0.00069646
7165.1,-474.99,-419.67,-2.5625,0.00068826
7170.3,-475.4,-420.33,-2.5588,0.00067963
7175.4,-475.8,-420.99,-2.5551,0.00067057
7180.5,-476.21,-421.65,-2.5515,0.00066112
7185.6,-476.61,-422.31,-2.5478,0.00065129
7190.7,-477.02,-422.97,-2.5441,0.00064109
7195.8,-477.42,-423.62,-2.5405,0.00063055
7200.9,-477.82,-424.28,-2.5368,0.00061969
7206,-478.22,-424.94,-2.5331,0.00060852
7211.1,-478.62,-425.6,-2.5295,0.00059708
7216.3,-479.02,-426.26,-2.5258,0.00058538
7221.4,-479.42,-426.92,-2.5221,0.00057344
7226.5,-479.82,-427.58,-2.5185,0.0005613
7231.6,-480.22,-428.24,-2.5148,0.00054896
7236.7,-480.62,-428.9,-2.5111,0.00053646
7241.8,-481.02,-429.56,-2.5074,0.00052382
7246.9,-481.41,-430.22,-2.5038,0.00051106
7252,-481.81,-430.88,-2.5001,0.00049821
7257.1,-482.2,-431.54,-2.4964,0.00048528
7262.2,-482.6,-432.2,-2.4928,0.00044066
7267.4,-482.99,-432.86,-2.4891,0.00042816
7272.5,-483.38,-433.52,-2.4854,0.00041568
7277.6,-483.77,-434.18,-2.4817,0.00040323
7282.7,-484.17,-434.84,-2.4781,0.00039083
7287.8,-484.56,-435.49,-2.4744,0.00037851
7292.9,-484.95,-436.15,-2.4707,0.00036628
7298,-485.34,-436.81,-2.467,0.00035415
7303.1,-485.72,-437.47,-2.4634,0.00034215
7308.2,-486.11,-438.13,-2.4597,0.00033029
7313.4,-486.5,-438.79,-2.456,0.00031858
7318.5,-486.89,-439.45,-2.4524,0.00030704
7323.6,-487.27,-440.11,-2.4487,0.00029568
7328.7,-487.66,-440.77,-2.445,0.00028451
7333.8,-488.04,-441.43,-2.4413,0.00027354
7338.9,-488.43,-442.09,-2.4377,0.00026279
7344,-488.81,-442.75,-2.434,0.00025226
7349.1,-489.19,-443.41,-2.4303,0.00024196
7354.2,-489.57,-444.07,-2.4267,0.00023189
7359.3,-489.95,-444.73,-2.423,0.00022207
7364.5,-490.33,-445.39,-2.4193,0.0002125
7369.6,-490.71,-446.05,-2.4156,0.00020319
7374.7,-491.09,-446.71,-2.412,0.00019413
7379.8,-491.47,-447.36,-2.4083,0.00018533
7384.9,-491.85,-448.02,-2.4046,0.00016288
7390,-492.23,-448.68,-2.401,0.00015521
7395.1,-492.6,-449.34,-2.3973,0.00014779
7400.2,-492.98,-450,-2.3936,0.00014062
7405.3,-493.35,-450.66,-2.39,0.0001337
7410.5,-493.73,-451.32,-2.3863,0.00012702
7415.6,-494.1,-451.98,-2.3826,0.00012059
7420.7,-494.47,-452.63,-2.379,0.00011441
7425.8,-494.85,-453.29,-2.3753,0.00010846
7430.9,-495.22,-453.95,-2.3716,0.00010274
7436,-495.59,-454.61,-2.368,9.7263e-05
7441.1,-495.96,-455.27,-2.3643,9.2009e-05
7446.2,-496.33,-455.92,-2.3606,8.6978e-05
7451.3,-496.7,-456.58,-2.357,8.2164e-05
7456.5,-497.07,-457.24,-2.3533,7.7564e-05
7461.6,-497.43,-457.9,-2.3497,7.317e-05
7466.7,-497.8,-458.55,-2.346,6.8979e-05
7471.8,-498.17,-459.21,-2.3423,6.4984e-05
7476.9,-498.53,-459.87,-2.3387,6.1179e-05
7482,-498.9,-460.53,-2.335,5.7558e-05
7487.1,-499.26,-461.18,-2.3314,5.4116e-05
7492.2,-499.63,-461.84,-2.3277,5.0847e-05
7497.3,-499.99,-462.5,-2.324,4.7744e-05
7502.4,-500.35,-463.15,-2.3204,4.2528e-05
7507.6,-500.71,-463.81,-2.3167,3.9906e-05
7512.7,-501.07,-464.46,-2.3131,3.7422e-05
7517.8,-501.43,-465.12,-2.3094,3.5072e-05
7522.9,-501.79,-465.78,-2.3058,3.2849e-05
7528,-502.15,-466.43,-2.3021,3.0749e-05
7533.1,-502.51,-467.09,-2.2985,2.8767e-05
7538.2,-502.87,-467.74,-2.2948,2.6896e-05
7543.3,-503.22,-468.4,-2.2912,2.5132e-05
7548.4,-503.58,-469.05,-2.2875,2.3471e-05
7553.6,-503.93,-469.71,-2.2839,2.1907e-05
7558.7,-504.29,-470.36,-2.2802,2.0435e-05
7563.8,-504.64,-471.01,-2.2766,1.9052e-05
7568.9,-505,-471.67,-2.273,1.7753e-05
7574,-505.35,-472.32,-2.2693,1.6533e-05
7579.1,-505.7,-472.98,-2.2657,1.5388e-05
7584.2,-506.05,-473.63,-2.262,1.4315e-05
7589.3,-506.4,-474.28,-2.2584,1.331e-05
7594.4,-506.75,-474.94,-2.2548,1.2368e-05
7599.6,-507.1,-475.59,-2.2511,1.1487e-05
7604.7,-507.45,-476.24,-2.2475,1.0663e-05
7609.8,-507.8,-476.89,-2.2439,9.8934e-06
7614.9,-508.15,-477.55,-2.2402,9.1743e-06
7620,-508.49,-478.2,-2.2366,8.503e-06
7625.1,-508.84,-478.85,-2.233,7.9655e-06
7630.2,-509.18,-479.5,-2.2293,7.3824e-06
7635.3,-509.53,-480.15,-2.2257,6.8386e-06
7640.4,-509.87,-480.8,-2.2221,6.3315e-06
7645.5,-510.22,-481.45,-2.2185,5.8591e-06
7650.7,-510.56,-482.1,-2.2148,5.4192e-06
7655.8,-510.9,-482.75,-2.2112,5.0098e-06
7660.9,-511.24,-483.4,-2.2076,4.629e-06
7666,-511.58,-484.05,-2.204,4.275e-06
7671.1,-511.92,-484.7,-2.2004,3.9461e-06
7676.2,-512.26,-485.35,-2.1967,3.6406e-06
7681.3,-512.6,-486,-2.1931,3.3572e-06
7686.4,-512.94,-486.65,-2.1895,3.0942e-06
7691.5,-513.27,-487.3,-2.1859,2.8505e-06
7696.7,-513.61,-487.94,-2.1823,2.6246e-06
7701.8,-513.95,-488.59,-2.1787,2.4154e-06
7706.9,-514.28,-489.24,-2.1751,2.2218e-06
7712,-514.62,-489.89,-2.1715,2.0427e-06
7717.1,-514.95,-490.53,-2.1679,1.8771e-06
7722.2,-515.28,-491.18,-2.1643,1.7241e-06
7727.3,-515.61,-491.82,-2.1607,1.5827e-06
7732.4,-515.95,-492.47,-2.1571,1.4522e-06
7737.5,-516.28,-493.12,-2.1535,1.3318e-06
7742.6,-516.61,-493.76,-2.1499,1.2967e-06
7747.8,-516.94,-494.41,-2.1463,1.1885e-06
7752.9,-517.27,-495.05,-2.1427,1.0887e-06
7758,-517.6,-495.69,-2.1391,9.9683e-07
7763.1,-517.92,-496.34,-2.1355,9.1222e-07
7768.2,-518.25,-496.98,-2.1319,8.3435e-07
7773.3,-518.58,-497.62,-2.1284,7.6272e-07
7778.4,-518.9,-498.27,-2.1248,6.9688e-07
7783.5,-519.23,-498.91,-2.1212,6.3639e-07
7788.6,-519.55,-499.55,-2.1176,5.8085e-07
7793.8,-519.88,-500.19,-2.1141,5.2987e-07
7798.9,-520.2,-500.83,-2.1105,4.8311e-07
7804,-520.52,-501.48,-2.1069,4.4025e-07
7809.1,-520.84,-502.12,-2.1033,4.0097e-07
7814.2,-521.16,-502.76,-2.0998,3.6501e-07
7819.3,-521.48,-503.4,-2.0962,3.3209e-07
7824.4,-521.8,-504.04,-2.0926,3.0199e-07
7829.5,-522.12,-504.67,-2.0891,2.7446e-07
7834.6,-522.44,-505.31,-2.0855,2.4932e-07
7839.8,-522.76,-505.95,-2.082,2.2635e-07
7844.9,-523.08,-506.59,-2.0784,2.054e-07
7850,-523.39,-507.23,-2.0749,1.8628e-07
7855.1,-523.71,-507.86,-2.0713,1.6885e-07
7860.2,-524.02,-508.5,-2.0678,1.6542e-07
7865.3,-524.34,-509.14,-2.0642,1.4974e-07
7870.4,-524.65,-509.77,-2.0607,1.3546e-07
7875.5,-524.96,-510.41,-2.0571,1.2248e-07
7880.6,-525.28,-511.04,-2.0536,1.1068e-07
7885.7,-525.59,-511.68,-2.0501,9.9966e-08
7890.9,-525.9,-512.31,-2.0465,9.0236e-08
7896,-526.21,-512.95,-2.043,8.1408e-08
7901.1,-526.52,-513.58,-2.0395,7.3403e-08
7906.2,-526.83,-514.21,-2.0359,6.6148e-08
7911.3,-527.13,-514.84,-2.0324,5.9577e-08
7916.4,-527.44,-515.48,-2.0289,5.363e-08
7921.5,-527.75,-516.11,-2.0254,4.8249e-08
7926.6,-528.06,-516.74,-2.0219,4.3384e-08
7931.7,-528.36,-517.37,-2.0184,3.8989e-08
7936.9,-528.67,-518,-2.0148,3.5019e-08
7942,-528.97,-518.63,-2.0113,3.1437e-08
7947.1,-529.27,-519.26,-2.0078,2.8205e-08
7952.2,-529.58,-519.89,-2.0043,2.5293e-08
7957.3,-529.88,-520.52,-2.0008,2.2668e-08
7962.4,-530.18,-521.14,-1.9973,2.0305e-08
7967.5,-530.48,-521.77,-1.9938,1.8179e-08
7972.6,-530.78,-522.4,-1.9903,1.6266e-08
7977.7,-531.08,-523.02,-1.9868,1.4547e-08
7982.9,-531.38,-523.65,-1.9834,1.4023e-08
7988,-531.68,-524.27,-1.9799,1.2515e-08
7993.1,-531.98,-524.9,-1.9764,1.1164e-08
7998.2,-532.27,-525.52,-1.9729,9.9525e-09
8003.3,-532.57,-526.15,-1.9694,8.8678e-09
8008.4,-532.87,-526.77,-1.966,7.8968e-09
8013.5,-533.16,-527.39,-1.9625,7.0283e-09
8018.6,-533.45,-528.02,-1.959,6.2519e-09
8023.7,-533.75,-528.64,-1.9556,5.5582e-09
8028.8,-534.04,-529.26,-1.9521,4.9387e-09
8034,-534.33,-529.88,-1.9486,4.3859e-09
8039.1,-534.62,-530.5,-1.9452,3.8929e-09
8044.2,-534.92,-531.12,-1.9417,3.4534e-09
8049.3,-535.21,-531.74,-1.9383,3.0619e-09
8054.4,-535.5,-532.36,-1.9348,2.7133e-09
8059.5,-535.78,-532.97,-1.9314,2.4032e-09
8064.6,-536.07,-533.59,-1.928,2.1274e-09
8069.7,-536.36,-534.21,-1.9245,1.8822e-09
8074.8,-536.65,-534.83,-1.9211,1.6644e-09
8080,-536.93,-535.44,-1.9176,1.4711e-09
8085.1,-537.22,-536.06,-1.9142,1.2995e-09
8090.2,-537.5,-536.67,-1.9108,1.1474e-09
8095.3,-537.79,-537.29,-1.9074,1.0126e-09
8100.4,-538.07,-537.9,-1.904,1.063e-09
8105.5,-538.35,-538.51,-1.9005,9.379e-10
8110.6,-538.64,-539.12,-1.8971,8.2708e-10
8115.7,-538.92,-539.74,-1.8937,7.2899e-10
8120.8,-539.2,-540.35,-1.8903,6.4221e-10
8125.9,-539.48,-540.96,-1.8869,5.6547e-10
8131.1,-539.76,-541.57,-1.8835,4.9766e-10
8136.2,-540.04,-542.18,-1.8801,4.3776e-10
8141.3,-540.32,-542.79,-1.8767,3.8488e-10
8146.4,-540.59,-543.39,-1.8733,3.3823e-10
8151.5,-540.87,-544,-1.8699,2.9708e-10
8156.6,-541.15,-544.61,-1.8666,2.6082e-10
8161.7,-541.42,-545.21,-1.8632,2.2887e-10
8166.8,-541.7,-545.82,-1.8598,2.0074e-10
8171.9,-541.97,-546.42,-1.8564,1.7598e-10
8177.1,-542.25,-547.03,-1.8531,1.5421e-10
8182.2,-542.52,-547.63,-1.8497,1.3506e-10
8187.3,-542.79,-548.24,-1.8463,1.1824e-10
8192.4,-543.06,-548.84,-1.843,1.0347e-10
8197.5,-543.33,-549.44,-1.8396,9.0498e-11
8202.6,-543.6,-550.04,-1.8363,7.9119e-11
8207.7,-543.87,-550.64,-1.8329,6.9139e-11
8212.8,-544.14,-551.24,-1.8296,6.0392e-11
8217.9,-544.41,-551.84,-1.8262,5.2728e-11
8223.1,-544.68,-552.44,-1.8229,4.9435e-11
8228.2,-544.95,-553.04,-1.8196,4.3093e-11
8233.3,-545.21,-553.63,-1.8163,3.7549e-11
8238.4,-545.48,-554.23,-1.8129,3.2703e-11
8243.5,-545.74,-554.83,-1.8096,2.847e-11
8248.6,-546.01,-555.42,-1.8063,2.4775e-11
8253.7,-546.27,-556.02,-1.803,2.1549e-11
8258.8,-546.53,-556.61,-1.7997,1.8736e-11
8263.9,-546.8,-557.2,-1.7964,1.6283e-11
8269,-547.06,-557.8,-1.7931,1.4145e-11
8274.2,-547.32,-558.39,-1.7898,1.2283e-11
8279.3,-547.58,-558.98,-1.7865,1.0662e-11
8284.4,-547.84,-559.57,-1.7832,9.2505e-12
8289.5,-548.1,-560.16,-1.7799,8.0228e-12
8294.6,-548.36,-560.75,-1.7766,6.9553e-12
8299.7,-548.62,-561.34,-1.7733,6.0274e-12
8304.8,-548.87,-561.92,-1.7701,5.2213e-12
8309.9,-549.13,-562.51,-1.7668,4.5212e-12
8315,-549.38,-563.1,-1.7635,3.9134e-12
8320.2,-549.64,-563.68,-1.7603,3.3861e-12
8325.3,-549.89,-564.26,-1.757,2.9287e-12
8330.4,-550.15,-564.85,-1.7537,2.5321e-12
8335.5,-550.4,-565.43,-1.7505,2.1885e-12
8340.6,-550.65,-566.01,-1.7472,2.0238e-12
8345.7,-550.91,-566.6,-1.744,1.7472e-12
8350.8,-551.16,-567.18,-1.7408,1.5078e-12
8355.9,-551.41,-567.76,-1.7375,1.3008e-12
8361,-551.66,-568.34,-1.7343,1.1218e-12
8366.1,-551.91,-568.91,-1.7311,9.6709e-13
8371.3,-552.16,-569.49,-1.7279,8.3342e-13
8376.4,-552.4,-570.07,-1.7246,7.1798e-13
8381.5,-552.65,-570.64,-1.7214,6.1832e-13
8386.6,-552.9,-571.22,-1.7182,5.3231e-13
8391.7,-553.14,-571.79,-1.715,4.5812e-13
8396.8,-553.39,-572.37,-1.7118,3.9413e-13
8401.9,-553.63,-572.94,-1.7086,3.3897e-13
8407,-553.88,-573.51,-1.7054,2.9144e-13
8412.1,-554.12,-574.08,-1.7023,2.5049e-13
8417.3,-554.36,-574.66,-1.6991,2.1522e-13
8422.4,-554.6,-575.23,-1.6959,1.8487e-13
8427.5,-554.85,-575.79,-1.6927,1.5874e-13
8432.6,-555.09,-576.36,-1.6896,1.3627e-13
8437.7,-555.33,-576.93,-1.6864,1.1694e-13
8442.8,-555.57,-577.5,-1.6832,1.0032e-13
