time (s), x (m), y (m), z (m), rho
3413,-98.793,-136.65,-0.22151,0.0035829
3419.6,-98.61,-136.45,-0.22113,0.0035787
3426.2,-98.426,-136.24,-0.22076,0.0036463
3432.8,-98.242,-136.03,-0.22038,0.0036415
3439.4,-98.058,-135.83,-0.22001,0.0036366
3446,-97.873,-135.62,-0.21964,0.0036316
3452.6,-97.687,-135.42,-0.21927,0.0036263
3459.2,-97.501,-135.21,-0.21891,0.003621
3465.8,-97.314,-135.01,-0.21854,0.0036154
3472.4,-97.126,-134.81,-0.21818,0.0036097
3479,-96.938,-134.6,-0.21782,0.0036039
3485.6,-96.75,-134.4,-0.21746,0.0035979
3492.2,-96.561,-134.2,-0.21711,0.0035918
3498.8,-96.371,-134,-0.21675,0.0035855
3505.4,-96.181,-133.8,-0.2164,0.0035791
3512,-95.991,-133.59,-0.21605,0.0035725
3518.6,-95.799,-133.39,-0.2157,0.0035658
3525.2,-95.608,-133.19,-0.21535,0.0035589
3531.8,-95.416,-132.99,-0.21501,0.003552
3538.4,-95.223,-132.79,-0.21467,0.0035449
3545,-95.03,-132.59,-0.21433,0.0036228
3551.6,-94.836,-132.39,-0.21399,0.0036148
3558.2,-94.642,-132.19,-0.21365,0.0036068
3564.9,-94.447,-131.99,-0.21331,0.0035986
3571.5,-94.252,-131.8,-0.21298,0.0035903
3578.1,-94.057,-131.6,-0.21264,0.0035819
3584.7,-93.861,-131.4,-0.21231,0.0035734
3591.3,-93.664,-131.2,-0.21198,0.0035648
3597.9,-93.467,-131.01,-0.21166,0.0035561
3604.5,-93.27,-130.81,-0.21133,0.0035473
3611.1,-93.072,-130.61,-0.21101,0.0035384
3617.7,-92.874,-130.41,-0.21068,0.0035294
3624.3,-92.675,-130.22,-0.21036,0.0035203
3630.9,-92.476,-130.02,-0.21004,0.0035111
3637.5,-92.276,-129.83,-0.20972,0.0035018
3644.1,-92.076,-129.63,-0.20941,0.0034925
3650.7,-91.876,-129.44,-0.20909,0.003483
3657.3,-91.675,-129.24,-0.20878,0.0034735
3663.9,-91.474,-129.05,-0.20846,0.0035323
3670.5,-91.272,-128.85,-0.20815,0.0035224
3677.1,-91.07,-128.66,-0.20784,0.0035125
3683.7,-90.868,-128.46,-0.20753,0.0035024
3690.3,-90.665,-128.27,-0.20723,0.0034924
3696.9,-90.462,-128.08,-0.20692,0.0034822
3703.5,-90.259,-127.88,-0.20662,0.0034721
3710.1,-90.055,-127.69,-0.20631,0.0034618
3716.7,-89.851,-127.5,-0.20601,0.0034515
3723.3,-89.646,-127.31,-0.20571,0.0034412
3729.9,-89.441,-127.11,-0.20541,0.0034308
3736.5,-89.236,-126.92,-0.20511,0.0034204
3743.1,-89.03,-126.73,-0.20481,0.0034099
3749.7,-88.824,-126.54,-0.20452,0.0033994
3756.3,-88.618,-126.35,-0.20422,0.0033889
3762.9,-88.411,-126.15,-0.20393,0.0033783
3769.5,-88.205,-125.96,-0.20364,0.0033677
3776.1,-87.997,-125.77,-0.20335,0.0033571
3782.7,-87.79,-125.58,-0.20306,0.0034123
3789.3,-87.582,-125.39,-0.20277,0.0034014
3795.9,-87.374,-125.2,-0.20248,0.0033905
3802.5,-87.165,-125.01,-0.20219,0.0033796
3809.1,-86.957,-124.82,-0.2019,0.0033687
3815.7,-86.748,-124.63,-0.20162,0.0033577
3822.3,-86.539,-124.44,-0.20133,0.0033468
3828.9,-86.329,-124.25,-0.20105,0.0033358
3835.5,-86.119,-124.06,-0.20077,0.0033249
3842.1,-85.909,-123.87,-0.20048,0.003314
3848.7,-85.699,-123.68,-0.2002,0.003303
3855.3,-85.488,-123.49,-0.19992,0.0032921
3861.9,-85.278,-123.3,-0.19964,0.0032812
3868.5,-85.067,-123.11,-0.19937,0.0032703
3875.1,-84.855,-122.92,-0.19909,0.0032594
3881.7,-84.644,-122.74,-0.19881,0.0032485
3888.3,-84.432,-122.55,-0.19853,0.0032377
3894.9,-84.22,-122.36,-0.19826,0.0032268
3901.5,-84.008,-122.17,-0.19798,0.0032793
3908.1,-83.796,-121.98,-0.19771,0.0032683
3914.7,-83.583,-121.79,-0.19744,0.0032573
3921.3,-83.371,-121.6,-0.19716,0.0032464
3927.9,-83.158,-121.42,-0.19689,0.0032354
3934.5,-82.945,-121.23,-0.19662,0.0032246
3941.1,-82.731,-121.04,-0.19635,0.0032137
3947.7,-82.518,-120.85,-0.19608,0.003203
3954.3,-82.304,-120.66,-0.19581,0.0031922
3960.9,-82.09,-120.48,-0.19554,0.0031815
3967.5,-81.877,-120.29,-0.19527,0.0031708
3974.1,-81.662,-120.1,-0.195,0.0031602
3980.8,-81.448,-119.91,-0.19473,0.0031497
3987.4,-81.234,-119.73,-0.19446,0.0031392
3994,-81.019,-119.54,-0.1942,0.0031287
4000.6,-80.805,-119.35,-0.19393,0.0031183
4007.2,-80.59,-119.16,-0.19366,0.003108
4013.8,-80.375,-118.98,-0.1934,0.0030977
4020.4,-80.16,-118.79,-0.19313,0.003144
4027,-79.945,-118.6,-0.19287,0.0031336
4033.6,-79.729,-118.41,-0.1926,0.0031232
4040.2,-79.514,-118.22,-0.19234,0.003113
4046.8,-79.299,-118.04,-0.19207,0.0031027
4053.4,-79.083,-117.85,-0.19181,0.0030926
4060,-78.868,-117.66,-0.19154,0.0030825
4066.6,-78.652,-117.47,-0.19128,0.0030725
4073.2,-78.436,-117.29,-0.19102,0.0030625
4079.8,-78.22,-117.1,-0.19075,0.0030526
4086.4,-78.004,-116.91,-0.19049,0.0030428
4093,-77.788,-116.72,-0.19023,0.0030331
4099.6,-77.572,-116.54,-0.18996,0.0030234
4106.2,-77.356,-116.35,-0.1897,0.0030139
4112.8,-77.14,-116.16,-0.18944,0.0030044
4119.4,-76.924,-115.97,-0.18917,0.002995
4126,-76.708,-115.79,-0.18891,0.0029856
4132.6,-76.492,-115.6,-0.18865,0.0029764
4139.2,-76.276,-115.41,-0.18839,0.0029672
4145.8,-76.059,-115.22,-0.18812,0.003015
4152.4,-75.843,-115.03,-0.18786,0.0030057
4159,-75.627,-114.85,-0.1876,0.0029966
4165.6,-75.411,-114.66,-0.18733,0.0029875
4172.2,-75.194,-114.47,-0.18707,0.0029785
4178.8,-74.978,-114.28,-0.18681,0.0029696
4185.4,-74.762,-114.09,-0.18654,0.0029607
4192,-74.546,-113.9,-0.18628,0.002952
4198.6,-74.33,-113.71,-0.18602,0.0029433
4205.2,-74.114,-113.53,-0.18575,0.0029348
4211.8,-73.897,-113.34,-0.18549,0.0029263
4218.4,-73.681,-113.15,-0.18522,0.0029179
4225,-73.465,-112.96,-0.18496,0.0029096
4231.6,-73.249,-112.77,-0.18469,0.0029014
4238.2,-73.034,-112.58,-0.18443,0.0028933
4244.8,-72.818,-112.39,-0.18416,0.0028852
4251.4,-72.602,-112.2,-0.18389,0.0028773
4258,-72.386,-112.01,-0.18363,0.0028694
4264.6,-72.171,-111.82,-0.18336,0.002915
4271.2,-71.955,-111.63,-0.18309,0.002907
4277.8,-71.74,-111.44,-0.18283,0.0028992
4284.4,-71.524,-111.25,-0.18256,0.0028914
4291,-71.309,-111.06,-0.18229,0.0028837
4297.6,-71.094,-110.87,-0.18202,0.0028761
4304.2,-70.879,-110.68,-0.18175,0.0028687
4310.8,-70.664,-110.49,-0.18148,0.0028612
4317.4,-70.449,-110.3,-0.18121,0.0028539
4324,-70.235,-110.11,-0.18094,0.0028467
4330.6,-70.02,-109.91,-0.18066,0.0028396
4337.2,-69.806,-109.72,-0.18039,0.0028325
4343.8,-69.591,-109.53,-0.18012,0.0028255
4350.4,-69.377,-109.34,-0.17984,0.0028187
4357,-69.163,-109.15,-0.17957,0.0028119
4363.6,-68.95,-108.95,-0.17929,0.0028052
4370.2,-68.736,-108.76,-0.17902,0.0027986
4376.8,-68.523,-108.57,-0.17874,0.002792
4383.4,-68.309,-108.37,-0.17846,0.0028348
4390,-68.096,-108.18,-0.17819,0.0028281
4396.6,-67.883,-107.99,-0.17791,0.0028216
4403.3,-67.671,-107.79,-0.17763,0.0028151
4409.9,-67.458,-107.6,-0.17735,0.0028088
4416.5,-67.246,-107.41,-0.17706,0.0028025
4423.1,-67.034,-107.21,-0.17678,0.0027963
4429.7,-66.822,-107.02,-0.1765,0.0027901
4436.3,-66.61,-106.82,-0.17621,0.0027841
4442.9,-66.399,-106.63,-0.17593,0.0027781
4449.5,-66.187,-106.43,-0.17564,0.0027723
4456.1,-65.976,-106.23,-0.17536,0.0027665
4462.7,-65.765,-106.04,-0.17507,0.0027608
4469.3,-65.555,-105.84,-0.17478,0.0027551
4475.9,-65.345,-105.65,-0.17449,0.0027496
4482.5,-65.135,-105.45,-0.1742,0.0027441
4489.1,-64.925,-105.25,-0.17391,0.0027388
4495.7,-64.715,-105.05,-0.17361,0.0027335
4502.3,-64.506,-104.86,-0.17332,0.0027727
4508.9,-64.297,-104.66,-0.17302,0.0027672
4515.5,-64.088,-104.46,-0.17273,0.0027619
4522.1,-63.88,-104.26,-0.17243,0.0027566
4528.7,-63.672,-104.06,-0.17213,0.0027514
4535.3,-63.464,-103.86,-0.17183,0.0027463
4541.9,-63.257,-103.66,-0.17153,0.0027412
4548.5,-63.049,-103.46,-0.17122,0.0027362
4555.1,-62.843,-103.26,-0.17092,0.0027314
4561.7,-62.636,-103.06,-0.17061,0.0027265
4568.3,-62.43,-102.86,-0.17031,0.0027218
4574.9,-62.224,-102.66,-0.17,0.0027172
4581.5,-62.018,-102.46,-0.16969,0.0027126
4588.1,-61.813,-102.26,-0.16938,0.0027081
4594.7,-61.608,-102.05,-0.16907,0.0027036
4601.3,-61.403,-101.85,-0.16875,0.0026993
4607.9,-61.199,-101.65,-0.16844,0.002695
4614.5,-60.995,-101.45,-0.16812,0.0026908
4621.1,-60.792,-101.24,-0.1678,0.0027258
4627.7,-60.589,-101.04,-0.16748,0.0027215
4634.3,-60.386,-100.83,-0.16716,0.0027172
4640.9,-60.184,-100.63,-0.16684,0.002713
4647.5,-59.982,-100.42,-0.16652,0.0027089
4654.1,-59.78,-100.22,-0.16619,0.0027048
4660.7,-59.579,-100.01,-0.16586,0.0027008
4667.3,-59.378,-99.805,-0.16554,0.0026969
4673.9,-59.178,-99.598,-0.16521,0.0026931
4680.5,-58.978,-99.391,-0.16487,0.0026894
4687.1,-58.778,-99.183,-0.16454,0.0026857
4693.7,-58.579,-98.975,-0.1642,0.0026821
4700.3,-58.38,-98.767,-0.16387,0.0026786
4706.9,-58.182,-98.558,-0.16353,0.0026751
4713.5,-57.984,-98.348,-0.16319,0.0026718
4720.1,-57.787,-98.139,-0.16285,0.0026685
4726.7,-57.59,-97.928,-0.1625,0.0026653
4733.3,-57.393,-97.718,-0.16216,0.0026621
4739.9,-57.197,-97.507,-0.16181,0.0026591
4746.5,-57.002,-97.295,-0.16146,0.0026894
4753.1,-56.807,-97.083,-0.16111,0.0026862
4759.7,-56.612,-96.87,-0.16075,0.0026831
4766.3,-56.418,-96.657,-0.1604,0.0026801
4772.9,-56.224,-96.444,-0.16004,0.0026771
4779.5,-56.031,-96.23,-0.15968,0.0026742
4786.1,-55.839,-96.016,-0.15932,0.0026715
4792.7,-55.646,-95.801,-0.15896,0.0026687
4799.3,-55.455,-95.586,-0.15859,0.0026661
4805.9,-55.264,-95.37,-0.15823,0.0026636
4812.5,-55.073,-95.154,-0.15786,0.0026611
4819.2,-54.883,-94.937,-0.15748,0.0026588
4825.8,-54.693,-94.719,-0.15711,0.0026565
4832.4,-54.504,-94.502,-0.15674,0.0026543
4839,-54.316,-94.283,-0.15636,0.0026522
4845.6,-54.128,-94.064,-0.15598,0.0026502
4852.2,-53.94,-93.845,-0.1556,0.0026483
4858.8,-53.754,-93.625,-0.15521,0.0026464
4865.4,-53.567,-93.405,-0.15483,0.0026727
4872,-53.382,-93.184,-0.15444,0.0026708
4878.6,-53.196,-92.962,-0.15405,0.002669
4885.2,-53.012,-92.74,-0.15365,0.0026673
4891.8,-52.828,-92.518,-0.15326,0.0026657
4898.4,-52.644,-92.295,-0.15286,0.0026641
4905,-52.462,-92.071,-0.15246,0.0026627
4911.6,-52.279,-91.847,-0.15206,0.0026614
4918.2,-52.098,-91.622,-0.15165,0.0026602
4924.8,-51.917,-91.397,-0.15125,0.0026591
4931.4,-51.736,-91.171,-0.15084,0.0026581
4938,-51.556,-90.944,-0.15043,0.0026573
4944.6,-51.377,-90.717,-0.15001,0.0026565
4951.2,-51.199,-90.49,-0.14959,0.0026559
4957.8,-51.021,-90.261,-0.14918,0.0026553
4964.4,-50.844,-90.032,-0.14875,0.0026549
4971,-50.667,-89.803,-0.14833,0.0026546
4977.6,-50.491,-89.573,-0.1479,0.0026544
4984.2,-50.316,-89.342,-0.14747,0.0026815
4990.8,-50.141,-89.111,-0.14704,0.0026814
4997.4,-49.967,-88.879,-0.14661,0.0026815
5004,-49.794,-88.647,-0.14617,0.0026817
5010.6,-49.621,-88.414,-0.14573,0.0026821
5017.2,-49.449,-88.18,-0.14529,0.0026826
5023.8,-49.278,-87.946,-0.14484,0.0026832
5030.4,-49.107,-87.711,-0.14439,0.002684
5037,-48.937,-87.475,-0.14394,0.0026849
5043.6,-48.768,-87.239,-0.14349,0.002686
5050.2,-48.6,-87.002,-0.14303,0.0026873
5056.8,-48.432,-86.765,-0.14257,0.0026887
5063.4,-48.265,-86.526,-0.14211,0.0026902
5070,-48.099,-86.287,-0.14165,0.0026919
5076.6,-47.933,-86.048,-0.14118,0.0026938
5083.2,-47.768,-85.808,-0.14071,0.0026958
5089.8,-47.604,-85.567,-0.14024,0.002698
5096.4,-47.441,-85.325,-0.13976,0.0027004
5103,-47.278,-85.083,-0.13928,0.0027146
5109.6,-47.116,-84.84,-0.1388,0.0027169
5116.2,-46.955,-84.597,-0.13832,0.0027195
5122.8,-46.795,-84.352,-0.13783,0.0027222
5129.4,-46.635,-84.107,-0.13734,0.002725
5136,-46.476,-83.862,-0.13684,0.0027281
5142.6,-46.318,-83.615,-0.13635,0.0027314
5149.2,-46.161,-83.368,-0.13585,0.0027349
5155.8,-46.005,-83.12,-0.13534,0.0027385
5162.4,-45.849,-82.872,-0.13484,0.0027424
5169,-45.694,-82.623,-0.13433,0.0027465
5175.6,-45.54,-82.373,-0.13381,0.0027508
5182.2,-45.387,-82.122,-0.1333,0.0027553
5188.8,-45.235,-81.871,-0.13278,0.00276
5195.4,-45.083,-81.618,-0.13226,0.002765
5202,-44.932,-81.365,-0.13173,0.0027701
5208.6,-44.782,-81.112,-0.1312,0.0027755
5215.2,-44.633,-80.857,-0.13067,0.0027812
5221.8,-44.485,-80.602,-0.13014,0.0028046
5228.4,-44.338,-80.346,-0.1296,0.0028107
5235,-44.191,-80.09,-0.12906,0.002817
5241.7,-44.045,-79.832,-0.12851,0.0028235
5248.3,-43.901,-79.574,-0.12796,0.0028303
5254.9,-43.757,-79.315,-0.12741,0.0028374
5261.5,-43.614,-79.055,-0.12686,0.0028447
5268.1,-43.472,-78.794,-0.1263,0.0028523
5274.7,-43.33,-78.533,-0.12574,0.0028602
5281.3,-43.19,-78.271,-0.12517,0.0028683
5287.9,-43.05,-78.008,-0.1246,0.0028768
5294.5,-42.912,-77.744,-0.12403,0.0028855
5301.1,-42.774,-77.479,-0.12345,0.0028945
5307.7,-42.637,-77.214,-0.12287,0.0029038
5314.3,-42.502,-76.948,-0.12229,0.0029135
5320.9,-42.367,-76.681,-0.1217,0.0029234
5327.5,-42.233,-76.413,-0.12111,0.0029336
5334.1,-42.1,-76.144,-0.12052,0.0029442
5340.7,-41.967,-75.875,-0.11992,0.0029723
5347.3,-41.836,-75.604,-0.11932,0.0029835
5353.9,-41.706,-75.333,-0.11872,0.0029951
5360.5,-41.577,-75.061,-0.11811,0.003007
5367.1,-41.448,-74.788,-0.11749,0.0030192
5373.7,-41.321,-74.514,-0.11688,0.0030318
5380.3,-41.195,-74.24,-0.11626,0.0030448
5386.9,-41.069,-73.964,-0.11564,0.0030581
5393.5,-40.945,-73.688,-0.11501,0.0030718
5400.1,-40.822,-73.411,-0.11438,0.0030858
5406.7,-40.699,-73.132,-0.11374,0.0031003
5413.3,-40.578,-72.853,-0.1131,0.0031151
5419.9,-40.457,-72.574,-0.11246,0.0031302
5426.5,-40.338,-72.293,-0.11181,0.0031458
5433.1,-40.219,-72.011,-0.11116,0.0031618
5439.7,-40.102,-71.729,-0.11051,0.0031782
5446.3,-39.986,-71.445,-0.10985,0.0031949
5452.9,-39.87,-71.161,-0.10919,0.0032121
5459.5,-39.756,-70.876,-0.10852,0.0032297
5466.1,-39.643,-70.589,-0.10785,0.0032665
5472.7,-39.531,-70.302,-0.10718,0.0032851
5479.3,-39.419,-70.014,-0.1065,0.0033041
5485.9,-39.309,-69.725,-0.10581,0.0033235
5492.5,-39.2,-69.435,-0.10513,0.0033433
5499.1,-39.092,-69.145,-0.10444,0.0033636
5505.7,-38.985,-68.853,-0.10374,0.0033844
5512.3,-38.88,-68.56,-0.10304,0.0034056
5518.9,-38.775,-68.267,-0.10234,0.0034272
5525.5,-38.671,-67.972,-0.10163,0.0034493
5532.1,-38.568,-67.676,-0.10092,0.0034719
5538.7,-38.226,-67.378,-0.10049,0.0034748
5545.3,-37.491,-67.076,-0.10057,0.0034463
5551.9,-36.413,-66.773,-0.10117,0.0033934
5558.5,-35.044,-66.469,-0.10227,0.0033233
5565.1,-33.435,-66.166,-0.10389,0.0032431
5571.7,-31.637,-65.866,-0.10602,0.0031592
5578.3,-29.701,-65.571,-0.10865,0.0030769
5584.9,-27.677,-65.281,-0.1118,0.0029889
5591.5,-25.617,-64.999,-0.11547,0.0029231
5598.1,-23.572,-64.726,-0.11964,0.0028677
5604.7,-21.594,-64.464,-0.12433,0.0028231
5611.3,-19.732,-64.213,-0.12953,0.0027891
5617.9,-18.038,-63.976,-0.13524,0.002765
5624.5,-16.563,-63.754,-0.14147,0.0027496
5631.1,-15.358,-63.549,-0.1482,0.0027418
5637.7,-14.436,-63.362,-0.15555,0.0027397
5644.3,-13.666,-63.194,-0.16384,0.0027386
5650.9,-13.019,-63.043,-0.17302,0.0027376
5657.6,-12.483,-62.907,-0.18298,0.002736
5664.2,-12.045,-62.784,-0.19362,0.0027334
5670.8,-11.692,-62.674,-0.20482,0.0027297
5677.4,-11.412,-62.573,-0.21649,0.0027245
5684,-11.192,-62.481,-0.22852,0.0027179
5690.6,-11.019,-62.396,-0.2408,0.0027099
5697.2,-10.88,-62.315,-0.25322,0.0027005
5703.8,-10.764,-62.237,-0.26569,0.0027133
5710.4,-10.656,-62.161,-0.27808,0.0027016
5717,-10.544,-62.085,-0.29031,0.0026892
5723.6,-10.416,-62.006,-0.30225,0.0026767
5730.2,-10.259,-61.923,-0.31381,0.0026643
5736.8,-10.061,-61.835,-0.32488,0.0026526
5743.4,-9.8533,-61.746,-0.33531,0.0026419
5750,-9.6653,-61.66,-0.34511,0.0026318
5756.6,-9.4949,-61.577,-0.35443,0.0026221
5763.2,-9.3402,-61.497,-0.3634,0.0026127
5769.8,-9.1993,-61.418,-0.37216,0.0026032
5776.4,-9.0703,-61.341,-0.38085,0.0025936
5783,-8.9514,-61.266,-0.3896,0.0025834
5789.6,-8.8406,-61.192,-0.39855,0.0025725
5796.2,-8.7362,-61.118,-0.40783,0.0025605
5802.8,-8.6361,-61.046,-0.41757,0.0025472
5809.4,-8.5385,-60.973,-0.42793,0.0025322
5816,-8.4415,-60.9,-0.43902,0.0025153
5822.6,-8.3432,-60.826,-0.45099,0.0025154
5829.2,-8.2418,-60.752,-0.46397,0.0024935
5835.8,-8.1353,-60.676,-0.4781,0.0024689
5842.4,-8.0219,-60.599,-0.49352,0.0024412
5849,-7.9077,-60.521,-0.50869,0.0024142
5855.6,-7.7995,-60.445,-0.52227,0.0023909
5862.2,-7.6963,-60.371,-0.53468,0.0023703
5868.8,-7.5971,-60.297,-0.54634,0.0023516
5875.4,-7.5011,-60.224,-0.55766,0.0023337
5882,-7.407,-60.152,-0.56906,0.0023159
5888.6,-7.3141,-60.079,-0.58095,0.0022971
5895.2,-7.2213,-60.006,-0.59375,0.0022767
5901.8,-7.1276,-59.932,-0.60789,0.0022538
5908.4,-7.0321,-59.857,-0.62377,0.0022278
5915,-6.9337,-59.781,-0.64182,0.0021984
5921.6,-6.8315,-59.703,-0.66244,0.0021652
5928.2,-6.7245,-59.623,-0.68607,0.0021285
5934.8,-6.6117,-59.541,-0.7131,0.0020889
5941.4,-6.4922,-59.457,-0.74397,0.0020638
5948,-6.3649,-59.369,-0.77908,0.0020229
5954.6,-6.2289,-59.278,-0.81886,0.0019855
5961.2,-6.0831,-59.184,-0.86372,0.0019558
5967.8,-5.9293,-59.085,-0.91571,0.0019385
5974.4,-5.7734,-58.98,-0.97872,0.0019427
5981,-5.6146,-58.87,-1.0514,0.0019826
5987.6,-5.4518,-58.755,-1.1323,0.0020702
5994.2,-5.2839,-58.637,-1.2197,0.0022124
6000.8,-5.1097,-58.515,-1.3121,0.0024098
6007.4,-4.9279,-58.391,-1.408,0.0026564
6014,-4.7376,-58.265,-1.5056,0.0029403
6020.6,-4.5374,-58.138,-1.6035,0.0032448
6027.2,-4.3263,-58.012,-1.7001,0.00355
6033.8,-4.1031,-57.885,-1.7938,0.0038358
6040.4,-3.8667,-57.76,-1.883,0.0040846
6047,-3.6158,-57.637,-1.9662,0.0042842
6053.6,-3.3494,-57.517,-2.0417,0.0044302
6060.2,-3.0662,-57.401,-2.108,0.0045677
6066.8,-2.7652,-57.289,-2.1636,0.0046164
6073.4,-2.4516,-57.188,-2.2124,0.004637
6080.1,-2.1289,-57.099,-2.2574,0.0046367
6086.7,-1.797,-57.021,-2.2989,0.0046198
6093.3,-1.4559,-56.95,-2.3369,0.0045904
6099.9,-1.1054,-56.885,-2.3717,0.0045521
6106.5,-0.74542,-56.823,-2.4033,0.0045078
6113.1,-0.37597,-56.762,-2.4321,0.00446
6119.7,0.0030611,-56.699,-2.4582,0.0044106
6126.3,0.39175,-56.631,-2.4817,0.0043609
6132.9,0.79017,-56.557,-2.5028,0.004312
6139.5,1.1984,-56.474,-2.5218,0.0042647
6146.1,1.6165,-56.379,-2.5387,0.0042193
6152.7,2.0446,-56.27,-2.5537,0.0041761
6159.3,2.4827,-56.145,-2.5671,0.004135
6165.9,2.9309,-56,-2.579,0.004096
6172.5,3.3894,-55.835,-2.5896,0.0040588
6179.1,3.858,-55.646,-2.5989,0.0040231
6185.7,4.3371,-55.431,-2.6074,0.0039716
6192.3,4.8117,-55.221,-2.6167,0.0039323
6198.9,5.2696,-55.046,-2.6281,0.0038853
6205.5,5.715,-54.897,-2.6412,0.0038326
6212.1,6.1518,-54.768,-2.6553,0.0037757
6218.7,6.5839,-54.651,-2.6699,0.0037167
6225.3,7.0154,-54.538,-2.6842,0.0036572
6231.9,7.4502,-54.423,-2.6978,0.0035992
6238.5,7.8924,-54.297,-2.7099,0.0035445
6245.1,8.3458,-54.154,-2.7202,0.0034948
6251.7,8.8146,-53.986,-2.7278,0.0034518
6258.3,9.3027,-53.786,-2.7323,0.0034172
6264.9,9.8141,-53.545,-2.733,0.0033926
6271.5,10.353,-53.258,-2.7294,0.0033796
6278.1,10.923,-52.916,-2.7209,0.0033801
6284.7,11.528,-52.512,-2.7068,0.0033959
6291.3,12.172,-52.039,-2.6866,0.0034287
6297.9,12.86,-51.489,-2.6596,0.0034804
6304.5,13.595,-50.855,-2.6253,0.0035321
6311.1,14.381,-50.13,-2.5831,0.0036272
6317.7,15.223,-49.305,-2.5324,0.0037442
6324.3,16.123,-48.375,-2.4725,0.0038811
6330.9,17.126,-47.206,-2.391,0.0040652
6337.5,18.267,-45.683,-2.2765,0.0043018
6344.1,19.53,-43.863,-2.1344,0.0045393
6350.7,20.896,-41.801,-1.97,0.0047463
6357.3,22.348,-39.555,-1.7888,0.0049395
6363.9,23.868,-37.181,-1.596,0.005173
6370.5,25.439,-34.736,-1.397,0.0054943
6377.1,27.043,-32.275,-1.1972,0.0059265
6383.7,28.662,-29.856,-1.0019,0.0064978
6390.3,30.28,-27.535,-0.81648,0.0072382
6396.9,31.877,-25.369,-0.64627,0.0081039
6403.5,33.437,-23.414,-0.49664,0.0089386
6410.1,34.941,-21.727,-0.37294,0.0095664
6416.7,36.373,-20.364,-0.28052,0.0099186
6423.3,37.714,-19.382,-0.22474,0.010026
6429.9,38.949,-18.832,-0.21045,0.010042
6436.5,40.141,-18.455,-0.21272,0.010024
6443.1,41.336,-18.08,-0.21526,0.010001
6449.7,42.533,-17.708,-0.21807,0.009973
6456.3,43.731,-17.338,-0.22114,0.0099392
6462.9,44.932,-16.971,-0.22448,0.0098995
6469.5,46.134,-16.607,-0.22807,0.0098536
6476.1,47.339,-16.245,-0.23193,0.0098012
6482.7,48.545,-15.885,-0.23603,0.009742
6489.3,49.752,-15.528,-0.24039,0.0096759
6496,50.962,-15.173,-0.245,0.0096025
6502.6,52.173,-14.821,-0.24986,0.0095217
6509.2,53.386,-14.471,-0.25496,0.0094334
6515.8,54.6,-14.123,-0.2603,0.0093374
6522.4,55.817,-13.778,-0.26589,0.0092337
6529,57.034,-13.435,-0.27171,0.0091223
6535.6,58.254,-13.094,-0.27777,0.0090033
6542.2,59.475,-12.755,-0.28406,0.0088318
6548.8,60.697,-12.419,-0.29058,0.0086969
6555.4,61.921,-12.085,-0.29733,0.0085549
6562,63.147,-11.753,-0.30431,0.0084062
6568.6,64.373,-11.423,-0.3115,0.008251
6575.2,65.602,-11.096,-0.31892,0.0080898
6581.8,66.831,-10.77,-0.32656,0.0079231
6588.4,68.062,-10.447,-0.33442,0.0077513
6595,69.294,-10.125,-0.34248,0.007575
6601.6,70.528,-9.8061,-0.35076,0.0073947
6608.2,71.763,-9.4889,-0.35925,0.0072112
6614.8,72.999,-9.1737,-0.36795,0.0070249
6621.4,74.236,-8.8604,-0.37684,0.0068366
6628,75.475,-8.5491,-0.38594,0.0066468
6634.6,76.714,-8.2397,-0.39524,0.0064563
6641.2,77.955,-7.9323,-0.40474,0.0062657
6647.8,79.197,-7.6268,-0.41443,0.0060755
6654.4,80.44,-7.3231,-0.42431,0.0058865
6661,81.683,-7.0212,-0.43438,0.0056465
6667.6,82.928,-6.7212,-0.44464,0.0054619
6674.2,84.174,-6.423,-0.45508,0.00528
6680.8,85.421,-6.1266,-0.46571,0.0051015
6687.4,86.669,-5.8319,-0.47651,0.0049267
6694,87.918,-5.539,-0.48749,0.0047561
6700.6,89.167,-5.2477,-0.49865,0.00459
6707.2,90.418,-4.9582,-0.50998,0.0044287
6713.8,91.669,-4.6703,-0.52148,0.0042725
6720.4,92.921,-4.3841,-0.53315,0.0041216
6727,94.174,-4.0995,-0.54498,0.0039761
6733.6,95.427,-3.8165,-0.55698,0.0038361
6740.2,96.681,-3.5351,-0.56913,0.0037018
6746.8,97.936,-3.2552,-0.58145,0.0035732
6753.4,99.191,-2.9768,-0.59392,0.0034502
6760,100.45,-2.7,-0.60654,0.0033329
6766.6,101.7,-2.4246,-0.61931,0.0032211
6773.2,102.96,-2.1508,-0.63223,0.0031147
6779.8,104.22,-1.8783,-0.6453,0.0030136
6786.4,105.48,-1.6073,-0.65851,0.0028834
6793,106.74,-1.3376,-0.67187,0.0027936
6799.6,108,-1.0694,-0.68536,0.0027085
6806.2,109.26,-0.80247,-0.69898,0.0026278
6812.8,110.52,-0.53688,-0.71274,0.0025514
6819.4,111.78,-0.27261,-0.72664,0.0024789
6826,113.04,-0.0096096,-0.74066,0.0024101
6832.6,114.3,0.25213,-0.75481,0.0023446
6839.2,115.56,0.51263,-0.76908,0.0022822
6845.8,116.82,0.77191,-0.78347,0.0022226
6852.4,118.08,1.03,-0.79799,0.0021656
6859,119.34,1.2869,-0.81262,0.0021109
6865.6,120.61,1.5427,-0.82736,0.0020583
