time (s), x (m), y (m), z (m), rho
10391,622.99,215.59,-1.0749,6.6882e-20
10397,623.28,215.77,-1.0719,6.0089e-20
10404,623.56,215.94,-1.0689,5.4089e-20
10411,623.84,216.12,-1.066,4.878e-20
10417,624.11,216.29,-1.0631,4.4078e-20
10424,624.37,216.45,-1.0603,3.9906e-20
10430,624.63,216.61,-1.0576,3.62e-20
10437,624.88,216.77,-1.0549,3.2904e-20
10444,625.13,216.93,-1.0523,2.9969e-20
10450,625.37,217.08,-1.0497,2.735e-20
10457,625.61,217.23,-1.0472,2.5012e-20
10463,625.84,217.37,-1.0448,2.2921e-20
10470,626.06,217.51,-1.0424,2.1049e-20
10477,626.28,217.65,-1.0401,1.9371e-20
10483,626.49,217.78,-1.0378,1.7865e-20
10490,626.7,217.91,-1.0356,1.6511e-20
10497,626.9,218.04,-1.0335,1.5293e-20
10503,627.09,218.16,-1.0314,6.4522e-20
10510,627.28,218.28,-1.0294,6.014e-20
10516,627.46,218.39,-1.0275,5.6176e-20
10523,627.63,218.5,-1.0256,5.2589e-20
10530,627.8,218.61,-1.0238,4.9339e-20
10536,627.97,218.71,-1.022,4.6393e-20
10543,628.12,218.81,-1.0203,4.372e-20
10549,628.28,218.91,-1.0187,4.1294e-20
10556,628.42,219,-1.0171,3.9092e-20
10563,628.56,219.09,-1.0156,3.7091e-20
10569,628.69,219.17,-1.0142,3.5275e-20
10576,628.82,219.25,-1.0129,3.3624e-20
10582,628.94,219.33,-1.0116,3.2126e-20
10589,629.05,219.4,-1.0103,3.0767e-20
10596,629.16,219.47,-1.0092,2.9535e-20
10602,629.26,219.53,-1.0081,2.842e-20
10609,629.35,219.59,-1.007,2.7413e-20
10615,629.44,219.65,-1.0061,2.6505e-20
10622,629.52,219.7,-1.0052,1.1524e-19
10629,629.6,219.75,-1.0044,1.1204e-19
10635,629.67,219.79,-1.0036,1.0919e-19
10642,629.73,219.83,-1.0029,1.0667e-19
10648,629.79,219.87,-1.0023,1.0446e-19
10655,629.84,219.9,-1.0018,1.0254e-19
10662,629.88,219.92,-1.0013,1.0091e-19
10668,629.92,219.95,-1.0009,9.9539e-20
10675,629.95,219.97,-1.0006,9.8432e-20
10681,629.97,219.98,-1.0003,9.7578e-20
10688,629.99,219.99,-1.0001,9.6972e-20
10695,630,220,-1,9.6609e-20
10701,630,220,-1,9.6488e-20
