,Id,Source,DateTime,PayLoad,id,description,delay,max,min,precision,noisebias,noisesigma,Time,Lat,Lon,Depth,sun,Bt,Bij,Bl,wind_x,wind_y,temperature,U,V,DOX,NOX,ALG
0,DOX,SimSenO,2008-09-05 20:30:05,"{'Time': 73800, 'Lat': 47.51885416666667, 'Lon': -122.22423611111113, 'Depth': 0.0, 'DOX': 21.32740592956543, 'Bt': 41, 'Bij': 40, 'Bl': 54}",,,,,,,,,73800,47.51885416666667,-122.22423611111113,0.0,,41,40,54,,,,,,21.32740592956543,,
0,NOX,SimSenN,2008-09-05 20:30:06,"{'Time': 73800, 'Lat': 47.51885416666667, 'Lon': -122.22423611111113, 'Depth': 0.0, 'NOX': 0.0005570015637204051, 'Bt': 41, 'Bij': 40, 'Bl': 54}",,,,,,,,,73800,47.51885416666667,-122.22423611111113,0.0,,41,40,54,,,,,,,0.0005570015637204051,
0,ALG,SimSenA,2008-09-05 20:30:07,"{'Time': 73800, 'Lat': 47.51885416666667, 'Lon': -122.22423611111113, 'Depth': 0.0, 'ALG': 6.313877105712891, 'Bt': 41, 'Bij': 40, 'Bl': 54}",,,,,,,,,73800,47.51885416666667,-122.22423611111113,0.0,,41,40,54,,,,,,,,6.313877105712891
0,sun,SimSenS,2008-09-05 21:00:02,"{'Time': 75600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 42, 'Bij': nan, 'Bl': nan}",,,,,,,,,75600,,,,0.0,42,,,,,,,,,,
0,wind_x,SimSenX,2008-09-05 21:00:03,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': nan, 'wind_x': 1.03559148311615, 'Bt': 42, 'Bij': 40, 'Bl': nan}",,,,,,,,,75600,47.518875,-122.22425,,,42,40,,1.03559148311615,,,,,,,
0,wind_x,SimSenY,2008-09-05 21:00:03,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': nan, 'wind_y': -0.22977077960968018, 'Bt': 42, 'Bij': 40, 'Bl': nan}",,,,,,,,,75600,47.518875,-122.22425,,,42,40,,,-0.22977077960968018,,,,,,
0,temperature,SimSenT,2008-09-05 21:00:04,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': 0.0, 'temperature': 20.50345802307129, 'Bt': 42, 'Bij': 40, 'Bl': 54}",,,,,,,,,75600,47.518875,-122.22425,0.0,,42,40,54,,,20.50345802307129,,,,,
0,U,SimSenU,2008-09-05 21:00:04,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': 0.0, 'U': -0.0019161761738359928, 'Bt': 42, 'Bij': 40, 'Bl': 54}",,,,,,,,,75600,47.518875,-122.22425,0.0,,42,40,54,,,,-0.0019161761738359928,,,,
0,W,SimSenV,2008-09-05 21:00:04,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': 0.0, 'V': -0.0013851054245606065, 'Bt': 42, 'Bij': 40, 'Bl': 54}",,,,,,,,,75600,47.518875,-122.22425,0.0,,42,40,54,,,,,-0.0013851054245606065,,,
0,DOX,SimSenO,2008-09-05 21:00:05,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': 0.0, 'DOX': 21.433366775512695, 'Bt': 42, 'Bij': 40, 'Bl': 54}",,,,,,,,,75600,47.518875,-122.22425,0.0,,42,40,54,,,,,,21.433366775512695,,
0,NOX,SimSenN,2008-09-05 21:00:06,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': 0.0, 'NOX': 0.0005397300119511783, 'Bt': 42, 'Bij': 40, 'Bl': 54}",,,,,,,,,75600,47.518875,-122.22425,0.0,,42,40,54,,,,,,,0.0005397300119511783,
0,ALG,SimSenA,2008-09-05 21:00:07,"{'Time': 75600, 'Lat': 47.518875, 'Lon': -122.22425, 'Depth': 0.0, 'ALG': 6.354623794555664, 'Bt': 42, 'Bij': 40, 'Bl': 54}",,,,,,,,,75600,47.518875,-122.22425,0.0,,42,40,54,,,,,,,,6.354623794555664
0,sun,SimSenS,2008-09-05 21:30:02,"{'Time': 77400, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 43, 'Bij': nan, 'Bl': nan}",,,,,,,,,77400,,,,0.0,43,,,,,,,,,,
0,wind_x,SimSenX,2008-09-05 21:30:03,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': nan, 'wind_x': 0.9614245295524597, 'Bt': 43, 'Bij': 40, 'Bl': nan}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,,,43,40,,0.9614245295524597,,,,,,,
0,wind_x,SimSenY,2008-09-05 21:30:03,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': nan, 'wind_y': -0.06120454519987106, 'Bt': 43, 'Bij': 40, 'Bl': nan}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,,,43,40,,,-0.06120454519987106,,,,,,
0,temperature,SimSenT,2008-09-05 21:30:04,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': 0.0, 'temperature': 20.495141983032227, 'Bt': 43, 'Bij': 40, 'Bl': 54}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,0.0,,43,40,54,,,20.495141983032227,,,,,
0,U,SimSenU,2008-09-05 21:30:04,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': 0.0, 'U': 1.7494079656898975e-05, 'Bt': 43, 'Bij': 40, 'Bl': 54}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,0.0,,43,40,54,,,,1.7494079656898975e-05,,,,
0,W,SimSenV,2008-09-05 21:30:04,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': 0.0, 'V': -0.002082659164443612, 'Bt': 43, 'Bij': 40, 'Bl': 54}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,0.0,,43,40,54,,,,,-0.002082659164443612,,,
0,DOX,SimSenO,2008-09-05 21:30:05,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': 0.0, 'DOX': 19.677719116210938, 'Bt': 43, 'Bij': 40, 'Bl': 54}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,0.0,,43,40,54,,,,,,19.677719116210938,,
0,NOX,SimSenN,2008-09-05 21:30:06,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': 0.0, 'NOX': 0.0006607170216739178, 'Bt': 43, 'Bij': 40, 'Bl': 54}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,0.0,,43,40,54,,,,,,,0.0006607170216739178,
0,ALG,SimSenA,2008-09-05 21:30:07,"{'Time': 77400, 'Lat': 47.51889583333334, 'Lon': -122.22426388888888, 'Depth': 0.0, 'ALG': 5.667191982269287, 'Bt': 43, 'Bij': 40, 'Bl': 54}",,,,,,,,,77400,47.51889583333334,-122.22426388888888,0.0,,43,40,54,,,,,,,,5.667191982269287
0,sun,SimSenS,2008-09-05 22:00:02,"{'Time': 79200, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 44, 'Bij': nan, 'Bl': nan}",,,,,,,,,79200,,,,0.0,44,,,,,,,,,,
0,wind_x,SimSenX,2008-09-05 22:00:03,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': nan, 'wind_x': 0.8876911401748657, 'Bt': 44, 'Bij': 40, 'Bl': nan}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,,,44,40,,0.8876911401748657,,,,,,,
0,wind_x,SimSenY,2008-09-05 22:00:03,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': nan, 'wind_y': 0.10637594759464264, 'Bt': 44, 'Bij': 40, 'Bl': nan}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,,,44,40,,,0.10637594759464264,,,,,,
0,temperature,SimSenT,2008-09-05 22:00:04,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': 0.0, 'temperature': 20.491838455200195, 'Bt': 44, 'Bij': 40, 'Bl': 54}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,0.0,,44,40,54,,,20.491838455200195,,,,,
0,U,SimSenU,2008-09-05 22:00:04,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': 0.0, 'U': -0.00032915553310886025, 'Bt': 44, 'Bij': 40, 'Bl': 54}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,0.0,,44,40,54,,,,-0.00032915553310886025,,,,
0,W,SimSenV,2008-09-05 22:00:04,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': 0.0, 'V': -0.002178600523620844, 'Bt': 44, 'Bij': 40, 'Bl': 54}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,0.0,,44,40,54,,,,,-0.002178600523620844,,,
0,DOX,SimSenO,2008-09-05 22:00:05,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': 0.0, 'DOX': 19.131080627441406, 'Bt': 44, 'Bij': 40, 'Bl': 54}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,0.0,,44,40,54,,,,,,19.131080627441406,,
0,NOX,SimSenN,2008-09-05 22:00:06,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': 0.0, 'NOX': 0.0005744658992625773, 'Bt': 44, 'Bij': 40, 'Bl': 54}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,0.0,,44,40,54,,,,,,,0.0005744658992625773,
0,ALG,SimSenA,2008-09-05 22:00:07,"{'Time': 79200, 'Lat': 47.51891666666667, 'Lon': -122.22427777777776, 'Depth': 0.0, 'ALG': 5.439794540405273, 'Bt': 44, 'Bij': 40, 'Bl': 54}",,,,,,,,,79200,47.51891666666667,-122.22427777777776,0.0,,44,40,54,,,,,,,,5.439794540405273
0,sun,SimSenS,2008-09-05 22:30:02,"{'Time': 81000, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 45, 'Bij': nan, 'Bl': nan}",,,,,,,,,81000,,,,0.0,45,,,,,,,,,,
0,wind_x,SimSenX,2008-09-05 22:30:03,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': nan, 'wind_x': 0.5186008214950562, 'Bt': 45, 'Bij': 40, 'Bl': nan}",,,,,,,,,81000,47.5189375,-122.22429166666666,,,45,40,,0.5186008214950562,,,,,,,
0,wind_x,SimSenY,2008-09-05 22:30:03,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': nan, 'wind_y': -0.1522705852985382, 'Bt': 45, 'Bij': 40, 'Bl': nan}",,,,,,,,,81000,47.5189375,-122.22429166666666,,,45,40,,,-0.1522705852985382,,,,,,
0,temperature,SimSenT,2008-09-05 22:30:04,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': 0.0, 'temperature': 20.486120223999023, 'Bt': 45, 'Bij': 40, 'Bl': 54}",,,,,,,,,81000,47.5189375,-122.22429166666666,0.0,,45,40,54,,,20.486120223999023,,,,,
0,U,SimSenU,2008-09-05 22:30:04,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': 0.0, 'U': -0.0007007939275354147, 'Bt': 45, 'Bij': 40, 'Bl': 54}",,,,,,,,,81000,47.5189375,-122.22429166666666,0.0,,45,40,54,,,,-0.0007007939275354147,,,,
0,W,SimSenV,2008-09-05 22:30:04,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': 0.0, 'V': -0.002577925566583872, 'Bt': 45, 'Bij': 40, 'Bl': 54}",,,,,,,,,81000,47.5189375,-122.22429166666666,0.0,,45,40,54,,,,,-0.002577925566583872,,,
0,DOX,SimSenO,2008-09-05 22:30:05,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': 0.0, 'DOX': 19.21051597595215, 'Bt': 45, 'Bij': 40, 'Bl': 54}",,,,,,,,,81000,47.5189375,-122.22429166666666,0.0,,45,40,54,,,,,,19.21051597595215,,
0,NOX,SimSenN,2008-09-05 22:30:06,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': 0.0, 'NOX': 0.000643791223410517, 'Bt': 45, 'Bij': 40, 'Bl': 54}",,,,,,,,,81000,47.5189375,-122.22429166666666,0.0,,45,40,54,,,,,,,0.000643791223410517,
0,ALG,SimSenA,2008-09-05 22:30:07,"{'Time': 81000, 'Lat': 47.5189375, 'Lon': -122.22429166666666, 'Depth': 0.0, 'ALG': 5.456877708435059, 'Bt': 45, 'Bij': 40, 'Bl': 54}",,,,,,,,,81000,47.5189375,-122.22429166666666,0.0,,45,40,54,,,,,,,,5.456877708435059
0,sun,SimSenS,2008-09-05 23:00:02,"{'Time': 82800, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 46, 'Bij': nan, 'Bl': nan}",,,,,,,,,82800,,,,0.0,46,,,,,,,,,,
0,wind_x,SimSenX,2008-09-05 23:00:03,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': nan, 'wind_x': 0.09176335483789444, 'Bt': 46, 'Bij': 40, 'Bl': nan}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,,,46,40,,0.09176335483789444,,,,,,,
0,wind_x,SimSenY,2008-09-05 23:00:03,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': nan, 'wind_y': -0.4945671558380127, 'Bt': 46, 'Bij': 40, 'Bl': nan}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,,,46,40,,,-0.4945671558380127,,,,,,
0,temperature,SimSenT,2008-09-05 23:00:04,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': 0.0, 'temperature': 20.480426788330078, 'Bt': 46, 'Bij': 40, 'Bl': 54}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,0.0,,46,40,54,,,20.480426788330078,,,,,
0,U,SimSenU,2008-09-05 23:00:04,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': 0.0, 'U': -0.0013720834394916892, 'Bt': 46, 'Bij': 40, 'Bl': 54}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,0.0,,46,40,54,,,,-0.0013720834394916892,,,,
0,W,SimSenV,2008-09-05 23:00:04,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': 0.0, 'V': -0.0032477136701345444, 'Bt': 46, 'Bij': 40, 'Bl': 54}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,0.0,,46,40,54,,,,,-0.0032477136701345444,,,
0,DOX,SimSenO,2008-09-05 23:00:05,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': 0.0, 'DOX': 19.285898208618164, 'Bt': 46, 'Bij': 40, 'Bl': 54}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,0.0,,46,40,54,,,,,,19.285898208618164,,
0,NOX,SimSenN,2008-09-05 23:00:06,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': 0.0, 'NOX': 0.0005363243399187922, 'Bt': 46, 'Bij': 40, 'Bl': 54}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,0.0,,46,40,54,,,,,,,0.0005363243399187922,
0,ALG,SimSenA,2008-09-05 23:00:07,"{'Time': 82800, 'Lat': 47.51895833333334, 'Lon': -122.22430555555556, 'Depth': 0.0, 'ALG': 5.472282409667969, 'Bt': 46, 'Bij': 40, 'Bl': 54}",,,,,,,,,82800,47.51895833333334,-122.22430555555556,0.0,,46,40,54,,,,,,,,5.472282409667969
0,sun,SimSenS,2008-09-05 23:30:02,"{'Time': 84600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 47, 'Bij': nan, 'Bl': nan}",,,,,,,,,84600,,,,0.0,47,,,,,,,,,,
0,wind_x,SimSenX,2008-09-05 23:30:03,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': nan, 'wind_x': -1.141825795173645, 'Bt': 47, 'Bij': 40, 'Bl': nan}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,,,47,40,,-1.141825795173645,,,,,,,
0,wind_x,SimSenY,2008-09-05 23:30:03,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': nan, 'wind_y': 0.15544059872627258, 'Bt': 47, 'Bij': 40, 'Bl': nan}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,,,47,40,,,0.15544059872627258,,,,,,
0,temperature,SimSenT,2008-09-05 23:30:04,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': 0.0, 'temperature': 20.474395751953125, 'Bt': 47, 'Bij': 40, 'Bl': 54}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,0.0,,47,40,54,,,20.474395751953125,,,,,
0,U,SimSenU,2008-09-05 23:30:04,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': 0.0, 'U': -0.003206545952707529, 'Bt': 47, 'Bij': 40, 'Bl': 54}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,0.0,,47,40,54,,,,-0.003206545952707529,,,,
0,W,SimSenV,2008-09-05 23:30:04,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': 0.0, 'V': -0.0035277465358376503, 'Bt': 47, 'Bij': 40, 'Bl': 54}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,0.0,,47,40,54,,,,,-0.0035277465358376503,,,
0,DOX,SimSenO,2008-09-05 23:30:05,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': 0.0, 'DOX': 19.36506462097168, 'Bt': 47, 'Bij': 40, 'Bl': 54}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,0.0,,47,40,54,,,,,,19.36506462097168,,
0,NOX,SimSenN,2008-09-05 23:30:06,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': 0.0, 'NOX': 0.0006594974547624588, 'Bt': 47, 'Bij': 40, 'Bl': 54}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,0.0,,47,40,54,,,,,,,0.0006594974547624588,
0,ALG,SimSenA,2008-09-05 23:30:07,"{'Time': 84600, 'Lat': 47.51897916666667, 'Lon': -122.22431944444445, 'Depth': 0.0, 'ALG': 5.489661693572998, 'Bt': 47, 'Bij': 40, 'Bl': 54}",,,,,,,,,84600,47.51897916666667,-122.22431944444445,0.0,,47,40,54,,,,,,,,5.489661693572998
0,sun,SimSenS,2008-09-06 00:00:02,"{'Time': 0, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 0, 'Bij': nan, 'Bl': nan}",,,,,,,,,0,,,,0.0,0,,,,,,,,,,
0,wind_x,SimSenX,2008-09-06 00:00:03,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': nan, 'wind_x': 0.0, 'Bt': 0, 'Bij': 40, 'Bl': nan}",,,,,,,,,0,47.519000000000005,-122.22433333333332,,,0,40,,0.0,,,,,,,
0,wind_x,SimSenY,2008-09-06 00:00:03,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': nan, 'wind_y': 0.0, 'Bt': 0, 'Bij': 40, 'Bl': nan}",,,,,,,,,0,47.519000000000005,-122.22433333333332,,,0,40,,,0.0,,,,,,
0,temperature,SimSenT,2008-09-06 00:00:04,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': 0.0, 'temperature': 19.374000549316406, 'Bt': 0, 'Bij': 40, 'Bl': 54}",,,,,,,,,0,47.519000000000005,-122.22433333333332,0.0,,0,40,54,,,19.374000549316406,,,,,
0,U,SimSenU,2008-09-06 00:00:04,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': 0.0, 'U': 0.0, 'Bt': 0, 'Bij': 40, 'Bl': 54}",,,,,,,,,0,47.519000000000005,-122.22433333333332,0.0,,0,40,54,,,,0.0,,,,
0,W,SimSenV,2008-09-06 00:00:04,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': 0.0, 'V': 0.0, 'Bt': 0, 'Bij': 40, 'Bl': 54}",,,,,,,,,0,47.519000000000005,-122.22433333333332,0.0,,0,40,54,,,,,0.0,,,
0,DOX,SimSenO,2008-09-06 00:00:05,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': 0.0, 'DOX': 7.0, 'Bt': 0, 'Bij': 40, 'Bl': 54}",,,,,,,,,0,47.519000000000005,-122.22433333333332,0.0,,0,40,54,,,,,,7.0,,
0,NOX,SimSenN,2008-09-06 00:00:06,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': 0.0, 'NOX': 0.4000000059604645, 'Bt': 0, 'Bij': 40, 'Bl': 54}",,,,,,,,,0,47.519000000000005,-122.22433333333332,0.0,,0,40,54,,,,,,,0.4000000059604645,
0,ALG,SimSenA,2008-09-06 00:00:07,"{'Time': 0, 'Lat': 47.519000000000005, 'Lon': -122.22433333333332, 'Depth': 0.0, 'ALG': 2.0, 'Bt': 0, 'Bij': 40, 'Bl': 54}",,,,,,,,,0,47.519000000000005,-122.22433333333332,0.0,,0,40,54,,,,,,,,2.0
0,sun,SimSenS,2008-09-06 00:30:02,"{'Time': 1800, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 1, 'Bij': nan, 'Bl': nan}",,,,,,,,,1800,,,,0.0,1,,,,,,,,,,
0,wind_x,SimSenX,2008-09-06 00:30:03,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': nan, 'wind_x': 3.060868501663208, 'Bt': 1, 'Bij': 40, 'Bl': nan}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,,,1,40,,3.060868501663208,,,,,,,
0,wind_x,SimSenY,2008-09-06 00:30:03,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': nan, 'wind_y': -0.9839177131652832, 'Bt': 1, 'Bij': 40, 'Bl': nan}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,,,1,40,,,-0.9839177131652832,,,,,,
0,temperature,SimSenT,2008-09-06 00:30:04,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': 0.0, 'temperature': 19.346416473388672, 'Bt': 1, 'Bij': 40, 'Bl': 54}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,0.0,,1,40,54,,,19.346416473388672,,,,,
0,U,SimSenU,2008-09-06 00:30:04,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': 0.0, 'U': 0.010206300765275955, 'Bt': 1, 'Bij': 40, 'Bl': 54}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,0.0,,1,40,54,,,,0.010206300765275955,,,,
0,W,SimSenV,2008-09-06 00:30:04,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': 0.0, 'V': -0.006040406879037619, 'Bt': 1, 'Bij': 40, 'Bl': 54}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,0.0,,1,40,54,,,,,-0.006040406879037619,,,
0,DOX,SimSenO,2008-09-06 00:30:05,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': 0.0, 'DOX': 8.564776420593262, 'Bt': 1, 'Bij': 40, 'Bl': 54}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,0.0,,1,40,54,,,,,,8.564776420593262,,
0,NOX,SimSenN,2008-09-06 00:30:06,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': 0.0, 'NOX': 0.3443937599658966, 'Bt': 1, 'Bij': 40, 'Bl': 54}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,0.0,,1,40,54,,,,,,,0.3443937599658966,
0,ALG,SimSenA,2008-09-06 00:30:07,"{'Time': 1800, 'Lat': 47.519020833333336, 'Lon': -122.22434722222222, 'Depth': 0.0, 'ALG': 2.455648422241211, 'Bt': 1, 'Bij': 40, 'Bl': 54}",,,,,,,,,1800,47.519020833333336,-122.22434722222222,0.0,,1,40,54,,,,,,,,2.455648422241211
0,sun,SimSenS,2008-09-06 01:00:02,"{'Time': 3600, 'Lat': nan, 'Lon': nan, 'Depth': nan, 'sun': 0.0, 'Bt': 2, 'Bij': nan, 'Bl': nan}",,,,,,,,,3600,,,,0.0,2,,,,,,,,,,
0,wind_x,SimSenX,2008-09-06 01:00:03,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': nan, 'wind_x': 2.912233352661133, 'Bt': 2, 'Bij': 40, 'Bl': nan}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,,,2,40,,2.912233352661133,,,,,,,
0,wind_x,SimSenY,2008-09-06 01:00:03,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': nan, 'wind_y': -0.8318750858306885, 'Bt': 2, 'Bij': 40, 'Bl': nan}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,,,2,40,,,-0.8318750858306885,,,,,,
0,temperature,SimSenT,2008-09-06 01:00:04,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': 0.0, 'temperature': 19.36094856262207, 'Bt': 2, 'Bij': 40, 'Bl': 54}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,0.0,,2,40,54,,,19.36094856262207,,,,,
0,U,SimSenU,2008-09-06 01:00:04,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': 0.0, 'U': -0.014825393445789814, 'Bt': 2, 'Bij': 40, 'Bl': 54}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,0.0,,2,40,54,,,,-0.014825393445789814,,,,
0,W,SimSenV,2008-09-06 01:00:04,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': 0.0, 'V': -0.003099823836237192, 'Bt': 2, 'Bij': 40, 'Bl': 54}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,0.0,,2,40,54,,,,,-0.003099823836237192,,,
0,DOX,SimSenO,2008-09-06 01:00:05,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': 0.0, 'DOX': 10.301826477050781, 'Bt': 2, 'Bij': 40, 'Bl': 54}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,0.0,,2,40,54,,,,,,10.301826477050781,,
0,NOX,SimSenN,2008-09-06 01:00:06,"{'Time': 3600, 'Lat': 47.519041666666666, 'Lon': -122.22436111111112, 'Depth': 0.0, 'NOX': 0.22826515138149261, 'Bt': 2, 'Bij': 40, 'Bl': 54}",,,,,,,,,3600,47.519041666666666,-122.22436111111112,0.0,,2,40,54,,,,,,,0.22826515138149261,
